,node_idx,explainer,pr_auc,roc_auc,f1,false_negative_rate,false_positive_rate,difficult_false_positives,precision,dataset_type,num_nodes,p_edge,homophily,labelled_fraction,num_classes,seed,whitebox
54,1193,SubgraphX,0.2338390224054502,0.44983870967741935,0.15476190476190477,0.7903225806451613,0.31,,0.12264150943396226,Cora,,,,0.8,7,3030,GeneralLPModel
55,1256,SubgraphX,0.7315656565656565,0.7296650717703349,0.65,0.4090909090909091,0.13157894736842105,0.6666666666666666,0.7222222222222222,Cora,,,,0.8,7,3030,GeneralLPModel
56,2443,SubgraphX,0.12931034482758622,0.4534883720930233,0.0,1.0,0.09302325581395349,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
57,56,SubgraphX,0.6913976116762495,0.645658263305322,0.5806451612903226,0.47058823529411764,0.23809523809523808,,0.6428571428571429,Cora,,,,0.8,7,3030,GeneralLPModel
58,1751,SubgraphX,0.39762463058877945,0.47945046439628486,0.2689393939393939,0.47794117647058826,0.5631578947368421,,0.18112244897959184,Cora,,,,0.8,7,3030,GeneralLPModel
59,362,SubgraphX,0.09523809523809523,0.4411764705882353,0.0,1.0,0.11764705882352941,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
60,1045,SubgraphX,0.3781421026445712,0.5335756774619961,0.26498422712933756,0.5058823529411764,0.42696629213483145,0.0,0.1810344827586207,Cora,,,,0.8,7,3030,GeneralLPModel
61,2575,SubgraphX,0.25,0.3,0.0,1.0,0.4,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
62,681,SubgraphX,0.3336941580756014,0.4668055555555556,0.23636363636363636,0.74,0.3263888888888889,,0.21666666666666667,Cora,,,,0.8,7,3030,GeneralLPModel
63,1608,SubgraphX,0.5934065934065934,0.6804511278195489,0.5333333333333333,0.42857142857142855,0.21052631578947367,,0.5,Cora,,,,0.8,7,3030,GeneralLPModel
64,1030,SubgraphX,0.8333333333333333,0.8333333333333334,0.8,0.0,0.3333333333333333,,0.6666666666666666,Cora,,,,0.8,7,3030,GeneralLPModel
65,1350,SubgraphX,0.16666666666666666,0.3125,0.0,1.0,0.375,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
66,693,SubgraphX,0.4748251748251748,0.6095238095238096,0.375,0.4,0.38095238095238093,0.5,0.2727272727272727,Cora,,,,0.8,7,3030,GeneralLPModel
67,469,SubgraphX,0.5625,0.5625,0.42857142857142855,0.625,0.25,1.0,0.5,Cora,,,,0.8,7,3030,GeneralLPModel
68,236,SubgraphX,0.4581583419335932,0.5856823979591836,0.36649214659685864,0.453125,0.37551020408163266,0.4,0.2755905511811024,Cora,,,,0.8,7,3030,GeneralLPModel
69,2548,SubgraphX,0.8125,0.5,0.0,1.0,0.0,,,Cora,,,,0.8,7,3030,GeneralLPModel
70,2579,SubgraphX,0.7613636363636364,0.6818181818181817,0.631578947368421,0.45454545454545453,0.18181818181818182,,0.75,Cora,,,,0.8,7,3030,GeneralLPModel
71,148,SubgraphX,0.75,0.6500000000000001,0.6818181818181818,0.25,0.45,,0.625,Cora,,,,0.8,7,3030,GeneralLPModel
72,2138,SubgraphX,0.491901901901902,0.4966265060240964,0.3434343434343434,0.32,0.6867469879518072,,0.22972972972972974,Cora,,,,0.8,7,3030,GeneralLPModel
73,676,SubgraphX,0.7697916666666667,0.5666666666666667,0.23529411764705882,0.8666666666666667,0.0,,1.0,Cora,,,,0.8,7,3030,GeneralLPModel
74,2459,SubgraphX,0.6388888888888888,0.6666666666666667,0.5714285714285714,0.3333333333333333,0.3333333333333333,,0.5,Cora,,,,0.8,7,3030,GeneralLPModel
75,1381,SubgraphX,0.28125,0.35714285714285715,0.0,1.0,0.2857142857142857,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
76,515,SubgraphX,0.7251031991744066,0.5491228070175438,0.22727272727272727,0.868421052631579,0.03333333333333333,,0.8333333333333334,Cora,,,,0.8,7,3030,GeneralLPModel
77,2309,SubgraphX,0.33334757347915245,0.5327993897787948,0.24242424242424243,0.7894736842105263,0.14492753623188406,0.25,0.2857142857142857,Cora,,,,0.8,7,3030,GeneralLPModel
78,1429,SubgraphX,0.3963675213675214,0.48996655518394644,0.21052631578947367,0.8461538461538461,0.17391304347826086,,0.3333333333333333,Cora,,,,0.8,7,3030,GeneralLPModel
79,2613,SubgraphX,0.15625,0.40909090909090906,0.0,1.0,0.18181818181818182,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
80,1124,SubgraphX,0.75,0.5416666666666667,0.375,0.75,0.16666666666666666,,0.75,Cora,,,,0.8,7,3030,GeneralLPModel
81,30,SubgraphX,0.006775067750677507,0.3035714285714286,0.0,1.0,0.39285714285714285,0.1111111111111111,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
82,503,SubgraphX,0.44921328671328675,0.6633771929824561,0.3333333333333333,0.375,0.2982456140350877,0.3333333333333333,0.22727272727272727,Cora,,,,0.8,7,3030,GeneralLPModel
83,1197,SubgraphX,0.653125,0.6090909090909091,0.5294117647058824,0.1,0.6818181818181818,,0.375,Cora,,,,0.8,7,3030,GeneralLPModel
84,553,SubgraphX,0.682520325203252,0.625,0.5588235294117647,0.5,0.25,0.0,0.6333333333333333,Cora,,,,0.8,7,3030,GeneralLPModel
85,2213,SubgraphX,0.64390756302521,0.5821428571428571,0.3333333333333333,0.7857142857142857,0.05,,0.75,Cora,,,,0.8,7,3030,GeneralLPModel
86,2546,SubgraphX,0.7023809523809524,0.6607142857142857,0.5,0.6428571428571429,0.03571428571428571,,0.8333333333333334,Cora,,,,0.8,7,3030,GeneralLPModel
87,687,SubgraphX,0.5411299405890966,0.5241068925779425,0.3664302600472813,0.20103092783505155,0.7507552870090635,0.0,0.23773006134969324,Cora,,,,0.8,7,3030,GeneralLPModel
88,1091,SubgraphX,0.5665760869565217,0.6020833333333333,0.4666666666666667,0.5625,0.23333333333333334,,0.5,Cora,,,,0.8,7,3030,GeneralLPModel
89,670,SubgraphX,0.8125,0.5,0.6,0.5,0.5,,0.75,Cora,,,,0.8,7,3030,GeneralLPModel
90,2571,SubgraphX,0.1875,0.3,0.0,1.0,0.4,,0.0,Cora,,,,0.8,7,3030,GeneralLPModel
91,2302,SubgraphX,0.3939903846153846,0.534920634920635,0.2978723404255319,0.5333333333333333,0.3968253968253968,,0.21875,Cora,,,,0.8,7,3030,GeneralLPModel
92,2283,SubgraphX,0.2400641025641026,0.3849315068493151,0.07547169811320754,0.6,0.6301369863013698,0.5,0.041666666666666664,Cora,,,,0.8,7,3030,GeneralLPModel
93,1132,SubgraphX,0.8,0.6333333333333334,0.6666666666666666,0.4,0.3333333333333333,,0.75,Cora,,,,0.8,7,3030,GeneralLPModel
94,178,SubgraphX,0.6590909090909091,0.5,0.0,1.0,0.0,,,Cora,,,,0.8,7,3030,GeneralLPModel
95,2109,SubgraphX,0.8956699346405228,0.8575851393188854,0.84375,0.20588235294117646,0.07894736842105263,,0.9,Cora,,,,0.8,7,3030,GeneralLPModel
96,2085,SubgraphX,0.32426588047593186,0.5028432327166504,0.24390243902439024,0.6835443037974683,0.31076923076923074,,0.1984126984126984,Cora,,,,0.8,7,3030,GeneralLPModel
97,1643,SubgraphX,0.75,0.5,0.0,1.0,0.0,,,Cora,,,,0.8,7,3030,GeneralLPModel
98,2238,SubgraphX,0.702489932328642,0.5582633053221289,0.6096256684491979,0.09523809523809523,0.788235294117647,,0.4596774193548387,Cora,,,,0.8,7,3030,GeneralLPModel
99,2304,SubgraphX,0.45034351613298984,0.49868881118881114,0.32608695652173914,0.4230769230769231,0.5795454545454546,1.0,0.22727272727272727,Cora,,,,0.8,7,3030,GeneralLPModel
0,6367,SubgraphX,0.42446716589861755,0.44066109119872554,0.3118279569892473,0.532258064516129,0.5864197530864198,,0.23387096774193547,PubMed,,,,0.8,3,3030,GeneralLPModel
1,4797,SubgraphX,0.7159090909090909,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
2,1612,SubgraphX,0.2087793375740294,0.46397261352010705,0.13680781758957655,0.7835051546391752,0.2885496183206107,0.35135135135135137,0.1,PubMed,,,,0.8,3,3030,GeneralLPModel
3,8480,SubgraphX,0.5211271643160188,0.5606617647058824,0.4318181818181818,0.4411764705882353,0.4375,0.5,0.35185185185185186,PubMed,,,,0.8,3,3030,GeneralLPModel
4,14349,SubgraphX,0.625,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
5,581,SubgraphX,0.5307150431752765,0.6355042016806722,0.36666666666666664,0.21428571428571427,0.5147058823529411,,0.2391304347826087,PubMed,,,,0.8,3,3030,GeneralLPModel
6,8408,SubgraphX,0.4027777777777778,0.5058479532163743,0.26666666666666666,0.7777777777777778,0.21052631578947367,,0.3333333333333333,PubMed,,,,0.8,3,3030,GeneralLPModel
7,15190,SubgraphX,0.8416666666666668,0.3,0.6666666666666666,0.4,1.0,,0.75,PubMed,,,,0.8,3,3030,GeneralLPModel
8,5548,SubgraphX,0.4075591075591076,0.4746174617461746,0.26804123711340205,0.7636363636363637,0.2871287128712871,,0.30952380952380953,PubMed,,,,0.8,3,3030,GeneralLPModel
9,5580,SubgraphX,0.662012987012987,0.6550802139037433,0.5714285714285714,0.45454545454545453,0.23529411764705882,,0.6,PubMed,,,,0.8,3,3030,GeneralLPModel
10,3973,SubgraphX,0.7,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
11,9146,SubgraphX,0.5115079365079365,0.564327485380117,0.42105263157894735,0.5555555555555556,0.3157894736842105,,0.4,PubMed,,,,0.8,3,3030,GeneralLPModel
12,9829,SubgraphX,0.7583333333333333,0.8333333333333334,0.7272727272727273,0.2,0.13333333333333333,,0.6666666666666666,PubMed,,,,0.8,3,3030,GeneralLPModel
13,5149,SubgraphX,0.5099206349206349,0.538961038961039,0.3,0.7857142857142857,0.13636363636363635,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
14,17126,SubgraphX,0.6470588235294118,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
15,8056,SubgraphX,0.3333333333333333,0.48611111111111105,0.05,0.9722222222222222,0.05555555555555555,,0.25,PubMed,,,,0.8,3,3030,GeneralLPModel
16,7702,SubgraphX,0.07848837209302326,0.43103448275862066,0.0,1.0,0.13793103448275862,,0.0,PubMed,,,,0.8,3,3030,GeneralLPModel
17,593,SubgraphX,0.6515151515151516,0.6025641025641025,0.5714285714285714,0.3333333333333333,0.46153846153846156,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
18,14308,SubgraphX,0.53125,0.5357142857142857,0.3333333333333333,0.75,0.17857142857142858,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
19,5691,SubgraphX,0.6726190476190477,0.6848739495798319,0.5454545454545454,0.5714285714285714,0.058823529411764705,,0.75,PubMed,,,,0.8,3,3030,GeneralLPModel
20,15582,SubgraphX,0.17159987856709166,0.5139955623826591,0.10256410256410256,0.9259259259259259,0.04608294930875576,,0.16666666666666666,PubMed,,,,0.8,3,3030,GeneralLPModel
21,13223,SubgraphX,0.5076345624367743,0.5384134013670935,0.3070539419087137,0.2127659574468085,0.7104072398190046,0.6666666666666666,0.19072164948453607,PubMed,,,,0.8,3,3030,GeneralLPModel
22,9252,SubgraphX,0.47048611111111116,0.567632850241546,0.3076923076923077,0.7777777777777778,0.08695652173913043,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
23,8108,SubgraphX,0.5544299450549451,0.5202429149797572,0.4444444444444444,0.5384615384615384,0.42105263157894735,,0.42857142857142855,PubMed,,,,0.8,3,3030,GeneralLPModel
24,1320,SubgraphX,0.22814685314685318,0.41327063740856845,0.1016949152542373,0.9090909090909091,0.26436781609195403,,0.11538461538461539,PubMed,,,,0.8,3,3030,GeneralLPModel
25,7619,SubgraphX,0.5525210084033614,0.5681818181818182,0.46153846153846156,0.5,0.36363636363636365,,0.42857142857142855,PubMed,,,,0.8,3,3030,GeneralLPModel
26,17909,SubgraphX,0.5625,0.5625,0.42857142857142855,0.625,0.25,0.0,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
27,16462,SubgraphX,0.40145616716322496,0.5257140787599295,0.31673469387755104,0.6112224448897795,0.3373493975903614,,0.26721763085399447,PubMed,,,,0.8,3,3030,GeneralLPModel
28,2731,SubgraphX,0.49166666666666664,0.41428571428571426,0.36363636363636365,0.6,0.5714285714285714,,0.3333333333333333,PubMed,,,,0.8,3,3030,GeneralLPModel
29,7032,SubgraphX,0.4168067226890756,0.40307486631016043,0.21568627450980393,0.35294117647058826,0.8409090909090909,,0.12941176470588237,PubMed,,,,0.8,3,3030,GeneralLPModel
30,3456,SubgraphX,0.4348484848484848,0.5823529411764705,0.36363636363636365,0.6,0.23529411764705882,,0.3333333333333333,PubMed,,,,0.8,3,3030,GeneralLPModel
31,15189,SubgraphX,0.508946072075029,0.45474034866533347,0.30185348631950576,0.2119815668202765,0.8785377358490566,0.5,0.18668122270742357,PubMed,,,,0.8,3,3030,GeneralLPModel
32,4,SubgraphX,0.0661764705882353,0.4152542372881356,0.0,1.0,0.1694915254237288,,0.0,PubMed,,,,0.8,3,3030,GeneralLPModel
33,3013,SubgraphX,0.5186884994750134,0.5037230081906181,0.3379501385041551,0.22784810126582278,0.7647058823529411,,0.21631205673758866,PubMed,,,,0.8,3,3030,GeneralLPModel
34,2987,SubgraphX,0.5815642690642692,0.5123144399460189,0.11627906976744186,0.9358974358974359,0.039473684210526314,,0.625,PubMed,,,,0.8,3,3030,GeneralLPModel
35,18983,SubgraphX,0.4442982456140351,0.5282413350449293,0.17391304347826086,0.8947368421052632,0.04878048780487805,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
36,2711,SubgraphX,0.3645491803278688,0.4478658536585366,0.23684210526315788,0.775,0.32926829268292684,,0.25,PubMed,,,,0.8,3,3030,GeneralLPModel
37,2061,SubgraphX,0.35746519535510357,0.45511325351163634,0.16352201257861634,0.8807339449541285,0.20903954802259886,,0.26,PubMed,,,,0.8,3,3030,GeneralLPModel
38,15001,SubgraphX,0.5885964912280701,0.581159420289855,0.4827586206896552,0.5333333333333333,0.30434782608695654,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
39,18689,SubgraphX,0.271969696969697,0.40625,0.15789473684210525,0.8333333333333334,0.3541666666666667,,0.15,PubMed,,,,0.8,3,3030,GeneralLPModel
40,11563,SubgraphX,0.366785175608705,0.4717064544650752,0.2465753424657534,0.7692307692307693,0.28735632183908044,,0.2647058823529412,PubMed,,,,0.8,3,3030,GeneralLPModel
41,11172,SubgraphX,0.4040106951871658,0.4841897233201581,0.2857142857142857,0.7272727272727273,0.30434782608695654,,0.3,PubMed,,,,0.8,3,3030,GeneralLPModel
42,11437,SubgraphX,0.25077843330055716,0.4793510324483775,0.11976047904191617,0.911504424778761,0.12979351032448377,,0.18518518518518517,PubMed,,,,0.8,3,3030,GeneralLPModel
43,15844,SubgraphX,0.1875,0.43333333333333335,0.0,1.0,0.13333333333333333,,0.0,PubMed,,,,0.8,3,3030,GeneralLPModel
44,12961,SubgraphX,0.5,0.611111111111111,0.4,0.6666666666666666,0.1111111111111111,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
45,2440,SubgraphX,0.6875,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
46,9574,SubgraphX,0.5166732577151527,0.45544852498494887,0.2945990180032733,0.18181818181818182,0.9072847682119205,,0.17964071856287425,PubMed,,,,0.8,3,3030,GeneralLPModel
47,13650,SubgraphX,0.5220100262592504,0.49875776397515525,0.4147465437788018,0.4,0.6024844720496895,1.0,0.31690140845070425,PubMed,,,,0.8,3,3030,GeneralLPModel
48,17476,SubgraphX,0.3340724316334072,0.5121212121212121,0.14285714285714285,0.9090909090909091,0.06666666666666667,,0.3333333333333333,PubMed,,,,0.8,3,3030,GeneralLPModel
49,16338,SubgraphX,0.7083333333333334,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
50,2518,SubgraphX,0.6728165393130042,0.5184552289815447,0.5748502994011976,0.15789473684210525,0.8051948051948052,,0.43636363636363634,PubMed,,,,0.8,3,3030,GeneralLPModel
51,2877,SubgraphX,0.5408119658119658,0.6931034482758621,0.4827586206896552,0.4,0.21379310344827587,0.0,0.40384615384615385,PubMed,,,,0.8,3,3030,GeneralLPModel
52,14650,SubgraphX,0.5206014838367781,0.5299277605779154,0.36764705882352944,0.2647058823529412,0.6754385964912281,,0.24509803921568626,PubMed,,,,0.8,3,3030,GeneralLPModel
53,4160,SubgraphX,0.5119047619047619,0.6,0.4,0.6666666666666666,0.13333333333333333,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
54,11042,SubgraphX,0.5277777777777778,0.5833333333333334,0.4,0.6666666666666666,0.16666666666666666,,0.5,PubMed,,,,0.8,3,3030,GeneralLPModel
55,15963,SubgraphX,0.24380165289256198,0.5113636363636364,0.10714285714285714,0.9318181818181818,0.045454545454545456,,0.25,PubMed,,,,0.8,3,3030,GeneralLPModel
56,16857,SubgraphX,0.7197526737967915,0.7569169960474309,0.6666666666666666,0.18181818181818182,0.30434782608695654,,0.5625,PubMed,,,,0.8,3,3030,GeneralLPModel
57,12562,SubgraphX,0.08214285714285714,0.4658119658119658,0.0,1.0,0.06837606837606838,,0.0,PubMed,,,,0.8,3,3030,GeneralLPModel
58,14519,SubgraphX,0.40859425962165685,0.4893410852713178,0.13513513513513514,0.9166666666666666,0.10465116279069768,0.6666666666666666,0.35714285714285715,PubMed,,,,0.8,3,3030,GeneralLPModel
59,6943,SubgraphX,0.6875,0.5,0.0,1.0,0.0,,,PubMed,,,,0.8,3,3030,GeneralLPModel
60,11411,SubgraphX,0.47783476665881536,0.4289929564058633,0.29484029484029484,0.29411764705882354,0.8478964401294499,,0.18633540372670807,PubMed,,,,0.8,3,3030,GeneralLPModel
61,1778,SubgraphX,0.16875,0.44339622641509435,0.0,1.0,0.11320754716981132,,0.0,PubMed,,,,0.8,3,3030,GeneralLPModel
62,14877,SubgraphX,0.5354931446262716,0.48599439775910364,0.3870967741935484,0.6470588235294118,0.38095238095238093,,0.42857142857142855,PubMed,,,,0.8,3,3030,GeneralLPModel
63,6293,SubgraphX,0.623015873015873,0.48412698412698413,0.5228758169934641,0.36507936507936506,0.6666666666666666,,0.4444444444444444,PubMed,,,,0.8,3,3030,GeneralLPModel
64,15632,SubgraphX,0.44886363636363635,0.5059523809523809,0.3,0.75,0.23809523809523808,,0.375,PubMed,,,,0.8,3,3030,GeneralLPModel
65,1631,SubgraphX,0.30204325743536065,0.5507996450047091,0.2328042328042328,0.6589147286821705,0.23948598130841123,,0.17670682730923695,PubMed,,,,0.8,3,3030,GeneralLPModel
66,18677,SubgraphX,0.875,0.5,0.8571428571428571,0.0,1.0,,0.75,PubMed,,,,0.8,3,3030,GeneralLPModel
